IND_NAME,DIM_GEO_NAME,DIM_1_CODE,VALUE_NUMERIC
Neonatal mortality rate (per 1000 live births),Belgium,SEX_BTSX,2.202140093
New HIV infections (per 1000 uninfected population),Belgium,SEX_BTSX,0.039999999
Number of cases of poliomyelitis caused by wild poliovirus (WPV),Belgium,,0.0
Percentage of bloodstream infection due to Escherichia coli resistant to 3rd-generation cephalosporin (%),Belgium,,8.329999924
Percentage of bloodstream infections due methicillin-resistant Staphylococcus aureus (%),Belgium,,4.199999809
"Percentage of total antibiotic consumption being from the AWaRe ""Access"" antibiotics category  (%)",Belgium,,68.47930145
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Belgium,,94.0
Prevalence of anaemia in women of reproductive age (15–49 years) (%),Belgium,SEX_FMLE,13.60000038
Prevalence of obesity among children and adolescents (5–19 years) (%),Belgium,SEX_BTSX,6.522099972
Prevalence of overweight in children under 5 (%),Belgium,,4.0
Prevalence of stunting in children under 5 (%),Belgium,,2.400000095
Prevalence of wasting in children under 5 (%),Belgium,,0.400000006
"Probability of dying from any of CVD, cancer, diabetes, CRD between age 30 and exact age 70 (%)",Belgium,,9.969041824
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months (%) ,Belgium,,5.0
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%) ,Belgium,,22.0
Proportion of population using safely-managed drinking-water services (%),Belgium,,99.73944855
Proportion of population using safely-managed sanitation services (%),Belgium,,94.8970108
Proportion of population with primary reliance on clean fuels and technology (%),Belgium,,100.0
Proportion of safely treated domestic wastewater flows (%),Belgium,,85.06780243
Reported number of people requiring interventions against NTDs,Belgium,,55.0
Road traffic mortality rate (per 100 000 population),Belgium,,4.599999905
Suicide mortality rate (per 100 000 population),Belgium,,18.36181259
Total alcohol per capita (≥ 15 years of age) consumption (litres of pure alcohol),Belgium,SEX_BTSX,10.28089046
Tuberculosis incidence (per 100 000 population),Belgium,,7.800000191
UHC: Service coverage index,Belgium,,85.59243011
Under-five mortality rate (per 1000 live births),Belgium,SEX_BTSX,3.694741011
Adolescent birth rate (per 1000 women),Belize,AGEGROUP_YEARS10-14,0.870000005
Adolescent birth rate (per 1000 women),Belize,AGEGROUP_YEARS15-19,51.24000168
Age-standardized mortality rate attributed to household and ambient air pollution  (per 100 000 population) ,Belize,SEX_BTSX,40.95655823
Age-standardized prevalence of hypertension among adults aged 30–79 years (%),Belize,SEX_BTSX,38.0
Age-standardized prevalence of obesity among adults (18+ years) (%),Belize,SEX_BTSX,42.32286835
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Belize,SEX_BTSX,8.800000191
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Belize,,0.606000006
Annual mean concentrations of fine particulate matter (PM2.5) in urban areas (µg/m3),Belize,,10.44291973
Average of 15 International Health Regulations core capacity scores,Belize,,54.06669998
Density of dentists (per 10 000 population) ,Belize,,1.702000022
Density of medical doctors (per 10 000 population) ,Belize,,10.80900002
Density of nursing and midwifery personnel (per 10 000 population) ,Belize,,23.47599983
Density of pharmacists (per 10 000 population) ,Belize,,7.649000168
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Belize,,84.0
Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),Belize,,13.65999985
Healthy life expectancy at birth (years),Belize,SEX_FMLE,64.70096588
Healthy life expectancy at birth (years),Belize,SEX_MLE,63.04309464
Healthy life expectancy at birth (years),Belize,SEX_BTSX,63.82471466
Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%),Belize,,0.600000024
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Belize,SEX_FMLE,7.0
Life expectancy at birth (years),Belize,SEX_MLE,71.36484528
Life expectancy at birth (years),Belize,SEX_FMLE,75.44019318
Life expectancy at birth (years),Belize,SEX_BTSX,73.32055664
Malaria incidence (per 1000 population at risk),Belize,,0.0
Maternal mortality ratio (per 100 000 live births),Belize,,129.788269
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Belize,,76.0
Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population),Belize,SEX_BTSX,4.300000191
Mortality rate due to homicide (per 100 000 population),Belize,,38.46747208
Mortality rate from unintentional poisoning (per 100 000 population),Belize,,0.215220734
Neonatal mortality rate (per 1000 live births),Belize,SEX_BTSX,8.429832459
New HIV infections (per 1000 uninfected population),Belize,SEX_BTSX,0.349999994
Number of cases of poliomyelitis caused by wild poliovirus (WPV),Belize,,0.0
Population with household expenditures on health > 10% of total household expenditure or income (%),Belize,,6.199999809
Population with household expenditures on health > 25% of total household expenditure or income (%),Belize,,3.099999905
Prevalence of anaemia in women of reproductive age (15–49 years) (%),Belize,SEX_FMLE,20.5
Prevalence of obesity among children and adolescents (5–19 years) (%),Belize,SEX_BTSX,21.8022995
Prevalence of overweight in children under 5 (%),Belize,,5.900000095
Prevalence of stunting in children under 5 (%),Belize,,12.0
Prevalence of wasting in children under 5 (%),Belize,,1.799999952
"Probability of dying from any of CVD, cancer, diabetes, CRD between age 30 and exact age 70 (%)",Belize,,16.08711624
Proportion of births attended by skilled health personnel (%),Belize,,94.59999847
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months (%) ,Belize,,8.0
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%) ,Belize,,24.0
Proportion of population using a hand-washing facility with soap and water (%),Belize,,90.28829193
Proportion of population with primary reliance on clean fuels and technology (%),Belize,,82.5
Proportion of women of reproductive age who have their need for family planning satisfied with modern methods (%),Belize,SEX_FMLE,64.90000153
Reported number of people requiring interventions against NTDs,Belize,,5080.0
Road traffic mortality rate (per 100 000 population),Belize,,17.5
Suicide mortality rate (per 100 000 population),Belize,,4.209420204
Total alcohol per capita (≥ 15 years of age) consumption (litres of pure alcohol),Belize,SEX_BTSX,5.713210106
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Belize,,8.489999771
Tuberculosis incidence (per 100 000 population),Belize,,27.0
UHC: Service coverage index,Belize,,67.60394287
Under-five mortality rate (per 1000 live births),Belize,SEX_BTSX,10.94602966
Adolescent birth rate (per 1000 women),Benin,AGEGROUP_YEARS15-19,83.84999847
Adolescent birth rate (per 1000 women),Benin,AGEGROUP_YEARS10-14,0.790000021
Age-standardized mortality rate attributed to household and ambient air pollution  (per 100 000 population) ,Benin,SEX_BTSX,201.8340149
Age-standardized prevalence of hypertension among adults aged 30–79 years (%),Benin,SEX_BTSX,31.20000076
Age-standardized prevalence of obesity among adults (18+ years) (%),Benin,SEX_BTSX,11.16586018
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Benin,SEX_BTSX,6.300000191
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Benin,,26.43510056
Annual mean concentrations of fine particulate matter (PM2.5) in urban areas (µg/m3),Benin,,31.77873993
Average of 15 International Health Regulations core capacity scores,Benin,,33.79999924
Density of dentists (per 10 000 population) ,Benin,,0.037
Density of medical doctors (per 10 000 population) ,Benin,,1.952999949
Density of nursing and midwifery personnel (per 10 000 population) ,Benin,,5.952000141
Density of pharmacists (per 10 000 population) ,Benin,,0.286000013
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Benin,,76.0
Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),Benin,,1.600000024
Healthy life expectancy at birth (years),Benin,SEX_BTSX,55.71581268
Healthy life expectancy at birth (years),Benin,SEX_MLE,54.86703873
Healthy life expectancy at birth (years),Benin,SEX_FMLE,56.59380341
Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%),Benin,,2.869999886
Life expectancy at birth (years),Benin,SEX_FMLE,66.37542725
Life expectancy at birth (years),Benin,SEX_MLE,61.71936035
Life expectancy at birth (years),Benin,SEX_BTSX,64.01268768
Malaria incidence (per 1000 population at risk),Benin,,383.4506531
Maternal mortality ratio (per 100 000 live births),Benin,,522.6047363
Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population),Benin,SEX_BTSX,60.20000076
Mortality rate due to homicide (per 100 000 population),Benin,,5.761033535
Mortality rate from unintentional poisoning (per 100 000 population),Benin,,1.093526602
Neonatal mortality rate (per 1000 live births),Benin,SEX_BTSX,28.63898087
New HIV infections (per 1000 uninfected population),Benin,SEX_BTSX,0.109999999
Number of cases of poliomyelitis caused by wild poliovirus (WPV),Benin,,0.0
"Percentage of total antibiotic consumption being from the AWaRe ""Access"" antibiotics category  (%)",Benin,,69.15809631
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Benin,,73.0
Population with household expenditures on health > 10% of total household expenditure or income (%),Benin,,14.28999996
Population with household expenditures on health > 25% of total household expenditure or income (%),Benin,,2.950000048
Prevalence of anaemia in women of reproductive age (15–49 years) (%),Benin,SEX_FMLE,55.20000076
Prevalence of obesity among children and adolescents (5–19 years) (%),Benin,SEX_BTSX,5.432849884
Prevalence of overweight in children under 5 (%),Benin,,2.200000048
Prevalence of stunting in children under 5 (%),Benin,,30.39999962
Prevalence of wasting in children under 5 (%),Benin,,8.3
"Probability of dying from any of CVD, cancer, diabetes, CRD between age 30 and exact age 70 (%)",Benin,,21.34469795
Proportion of births attended by skilled health personnel (%),Benin,,80.80000305
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months (%) ,Benin,,15.0
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%) ,Benin,,26.0
Proportion of population using a hand-washing facility with soap and water (%),Benin,,12.13045979
Proportion of population using safely-managed sanitation services (%),Benin,,2.701280117
Proportion of population with primary reliance on clean fuels and technology (%),Benin,,6.0
Proportion of safely treated domestic wastewater flows (%),Benin,,1.409319997
Proportion of women of reproductive age who have their need for family planning satisfied with modern methods (%),Benin,SEX_FMLE,28.0
Reported number of people requiring interventions against NTDs,Benin,,6215444.0
Road traffic mortality rate (per 100 000 population),Benin,,24.79999924
Suicide mortality rate (per 100 000 population),Benin,,7.128108978
Total alcohol per capita (≥ 15 years of age) consumption (litres of pure alcohol),Benin,SEX_BTSX,8.345549583
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Benin,,8.789999962
Tuberculosis incidence (per 100 000 population),Benin,,52.0
UHC: Service coverage index,Benin,,37.89255905
Under-five mortality rate (per 1000 live births),Benin,SEX_BTSX,80.7756424
Adolescent birth rate (per 1000 women),Bhutan,AGEGROUP_YEARS10-14,0.0
Adolescent birth rate (per 1000 women),Bhutan,AGEGROUP_YEARS15-19,10.42000008
Age-standardized mortality rate attributed to household and ambient air pollution  (per 100 000 population) ,Bhutan,SEX_BTSX,94.29586029
Age-standardized prevalence of hypertension among adults aged 30–79 years (%),Bhutan,SEX_BTSX,43.40000153
Age-standardized prevalence of obesity among adults (18+ years) (%),Bhutan,SEX_BTSX,12.17730999
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Bhutan,SEX_BTSX,18.70000076
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Bhutan,,10.72910023
Annual mean concentrations of fine particulate matter (PM2.5) in urban areas (µg/m3),Bhutan,,16.91201973
Average of 15 International Health Regulations core capacity scores,Bhutan,,63.93330002
Density of dentists (per 10 000 population) ,Bhutan,,0.971000016
Density of medical doctors (per 10 000 population) ,Bhutan,,5.520999908
Density of nursing and midwifery personnel (per 10 000 population) ,Bhutan,,20.47299957
Density of pharmacists (per 10 000 population) ,Bhutan,,0.676999986
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Bhutan,,98.0
Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),Bhutan,,5.610000134
Healthy life expectancy at birth (years),Bhutan,SEX_BTSX,64.80462646
Healthy life expectancy at birth (years),Bhutan,SEX_MLE,64.96999359
Healthy life expectancy at birth (years),Bhutan,SEX_FMLE,64.59101105
Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%),Bhutan,,0.140000001
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Bhutan,SEX_FMLE,71.0
Life expectancy at birth (years),Bhutan,SEX_FMLE,75.9397583
Life expectancy at birth (years),Bhutan,SEX_MLE,73.92720795
Life expectancy at birth (years),Bhutan,SEX_BTSX,74.8764267
Malaria incidence (per 1000 population at risk),Bhutan,,0.0
Maternal mortality ratio (per 100 000 live births),Bhutan,,59.94776154
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Bhutan,,97.0
Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population),Bhutan,SEX_BTSX,15.69999981
Mortality rate due to homicide (per 100 000 population),Bhutan,,3.007273197
Mortality rate from unintentional poisoning (per 100 000 population),Bhutan,,0.075992763
Neonatal mortality rate (per 1000 live births),Bhutan,SEX_BTSX,12.94789028
New HIV infections (per 1000 uninfected population),Bhutan,SEX_BTSX,0.079999998
Number of cases of poliomyelitis caused by wild poliovirus (WPV),Bhutan,,0.0
"Percentage of total antibiotic consumption being from the AWaRe ""Access"" antibiotics category  (%)",Bhutan,,86.79910278
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Bhutan,,97.0
Population with household expenditures on health > 10% of total household expenditure or income (%),Bhutan,,3.980000019
Population with household expenditures on health > 25% of total household expenditure or income (%),Bhutan,,1.769999981
Prevalence of anaemia in women of reproductive age (15–49 years) (%),Bhutan,SEX_FMLE,38.59999847
Prevalence of obesity among children and adolescents (5–19 years) (%),Bhutan,SEX_BTSX,5.884200096
Prevalence of overweight in children under 5 (%),Bhutan,,6.5
Prevalence of stunting in children under 5 (%),Bhutan,,22.70000076
"Probability of dying from any of CVD, cancer, diabetes, CRD between age 30 and exact age 70 (%)",Bhutan,,16.64758492
Proportion of births attended by skilled health personnel (%),Bhutan,,98.90000153
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months (%) ,Bhutan,,9.0
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%) ,Bhutan,,22.0
Proportion of population using a hand-washing facility with soap and water (%),Bhutan,,93.20417786
Proportion of population using safely-managed drinking-water services (%),Bhutan,,73.34198761
Proportion of population using safely-managed sanitation services (%),Bhutan,,50.50823975
Proportion of population with primary reliance on clean fuels and technology (%),Bhutan,,88.0
Proportion of safely treated domestic wastewater flows (%),Bhutan,,39.61262894
Reported number of people requiring interventions against NTDs,Bhutan,,173578.0
Road traffic mortality rate (per 100 000 population),Bhutan,,12.19999981
Suicide mortality rate (per 100 000 population),Bhutan,,4.877859592
Total alcohol per capita (≥ 15 years of age) consumption (litres of pure alcohol),Bhutan,SEX_BTSX,0.199890003
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Bhutan,,18.22999954
Tuberculosis incidence (per 100 000 population),Bhutan,,164.0
UHC: Service coverage index,Bhutan,,60.42171097
Under-five mortality rate (per 1000 live births),Bhutan,SEX_BTSX,23.71386909
Adolescent birth rate (per 1000 women),Bolivia (Plurinational State of),AGEGROUP_YEARS15-19,71.0
Age-standardized mortality rate attributed to household and ambient air pollution  (per 100 000 population) ,Bolivia (Plurinational State of),SEX_BTSX,77.12645721
Age-standardized prevalence of hypertension among adults aged 30–79 years (%),Bolivia (Plurinational State of),SEX_BTSX,28.29999924
Age-standardized prevalence of obesity among adults (18+ years) (%),Bolivia (Plurinational State of),SEX_BTSX,28.68037033
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Bolivia (Plurinational State of),SEX_BTSX,12.39999962
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Bolivia (Plurinational State of),,115.5646973
Annual mean concentrations of fine particulate matter (PM2.5) in urban areas (µg/m3),Bolivia (Plurinational State of),,26.88723946
Average of 15 International Health Regulations core capacity scores,Bolivia (Plurinational State of),,47.59999847
Density of dentists (per 10 000 population) ,Bolivia (Plurinational State of),,2.266000032
Density of medical doctors (per 10 000 population) ,Bolivia (Plurinational State of),,12.68799973
Density of nursing and midwifery personnel (per 10 000 population) ,Bolivia (Plurinational State of),,16.0529995
Density of pharmacists (per 10 000 population) ,Bolivia (Plurinational State of),,2.385999918
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Bolivia (Plurinational State of),,69.0
Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),Bolivia (Plurinational State of),,17.10000038
Healthy life expectancy at birth (years),Bolivia (Plurinational State of),SEX_MLE,56.32891083
Healthy life expectancy at birth (years),Bolivia (Plurinational State of),SEX_BTSX,57.42539978
Healthy life expectancy at birth (years),Bolivia (Plurinational State of),SEX_FMLE,58.79455185
Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%),Bolivia (Plurinational State of),,0.140000001
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Bolivia (Plurinational State of),SEX_FMLE,45.0
Life expectancy at birth (years),Bolivia (Plurinational State of),SEX_BTSX,65.41062164
Life expectancy at birth (years),Bolivia (Plurinational State of),SEX_FMLE,68.39269257
Life expectancy at birth (years),Bolivia (Plurinational State of),SEX_MLE,62.87421417
Malaria incidence (per 1000 population at risk),Bolivia (Plurinational State of),,2.522130013
Maternal mortality ratio (per 100 000 live births),Bolivia (Plurinational State of),,160.9073944
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Bolivia (Plurinational State of),,49.0
Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population),Bolivia (Plurinational State of),SEX_BTSX,14.30000019
Mortality rate due to homicide (per 100 000 population),Bolivia (Plurinational State of),,10.59889603
Mortality rate from unintentional poisoning (per 100 000 population),Bolivia (Plurinational State of),,0.383767575
Neonatal mortality rate (per 1000 live births),Bolivia (Plurinational State of),SEX_BTSX,12.66079998
New HIV infections (per 1000 uninfected population),Bolivia (Plurinational State of),SEX_BTSX,0.159999996
Number of cases of poliomyelitis caused by wild poliovirus (WPV),Bolivia (Plurinational State of),,0.0
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Bolivia (Plurinational State of),,69.0
Population with household expenditures on health > 10% of total household expenditure or income (%),Bolivia (Plurinational State of),,5.690000057
Population with household expenditures on health > 25% of total household expenditure or income (%),Bolivia (Plurinational State of),,1.190000057
Prevalence of anaemia in women of reproductive age (15–49 years) (%),Bolivia (Plurinational State of),SEX_FMLE,24.39999962
Prevalence of obesity among children and adolescents (5–19 years) (%),Bolivia (Plurinational State of),SEX_BTSX,16.32188034
Prevalence of overweight in children under 5 (%),Bolivia (Plurinational State of),,9.0
Prevalence of stunting in children under 5 (%),Bolivia (Plurinational State of),,11.10000038
Prevalence of wasting in children under 5 (%),Bolivia (Plurinational State of),,2.0
"Probability of dying from any of CVD, cancer, diabetes, CRD between age 30 and exact age 70 (%)",Bolivia (Plurinational State of),,16.56425858
Proportion of births attended by skilled health personnel (%),Bolivia (Plurinational State of),,71.5
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months (%) ,Bolivia (Plurinational State of),,18.0
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%) ,Bolivia (Plurinational State of),,42.0
Proportion of health facilities with a core set of relevant essential medicines available and affordable on a sustainable basis (%),Bolivia (Plurinational State of),,23.07691956
Proportion of population using a hand-washing facility with soap and water (%),Bolivia (Plurinational State of),,26.98736954
Proportion of population with primary reliance on clean fuels and technology (%),Bolivia (Plurinational State of),,89.09999847
Proportion of women of reproductive age who have their need for family planning satisfied with modern methods (%),Bolivia (Plurinational State of),SEX_FMLE,50.29999924
Reported number of people requiring interventions against NTDs,Bolivia (Plurinational State of),,197835.0
Road traffic mortality rate (per 100 000 population),Bolivia (Plurinational State of),,17.60000038
Suicide mortality rate (per 100 000 population),Bolivia (Plurinational State of),,4.096004486
Total alcohol per capita (≥ 15 years of age) consumption (litres of pure alcohol),Bolivia (Plurinational State of),SEX_BTSX,4.095839977
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Bolivia (Plurinational State of),,1.820000052
Tuberculosis incidence (per 100 000 population),Bolivia (Plurinational State of),,108.0
UHC: Service coverage index,Bolivia (Plurinational State of),,65.06228638
Under-five mortality rate (per 1000 live births),Bolivia (Plurinational State of),SEX_BTSX,23.91095924
Adolescent birth rate (per 1000 women),Bosnia and Herzegovina,AGEGROUP_YEARS15-19,9.739999771
Adolescent birth rate (per 1000 women),Bosnia and Herzegovina,AGEGROUP_YEARS10-14,0.039999999
Age-standardized mortality rate attributed to household and ambient air pollution  (per 100 000 population) ,Bosnia and Herzegovina,SEX_BTSX,113.9299469
Age-standardized prevalence of hypertension among adults aged 30–79 years (%),Bosnia and Herzegovina,SEX_BTSX,44.20000076
Age-standardized prevalence of obesity among adults (18+ years) (%),Bosnia and Herzegovina,SEX_BTSX,21.1939106
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Bosnia and Herzegovina,SEX_BTSX,36.20000076
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Bosnia and Herzegovina,,7.077000141
Annual mean concentrations of fine particulate matter (PM2.5) in urban areas (µg/m3),Bosnia and Herzegovina,,29.67037964
Average of 15 International Health Regulations core capacity scores,Bosnia and Herzegovina,,33.86669922
Density of dentists (per 10 000 population) ,Bosnia and Herzegovina,,2.565000057
Density of medical doctors (per 10 000 population) ,Bosnia and Herzegovina,,23.18300056
Density of nursing and midwifery personnel (per 10 000 population) ,Bosnia and Herzegovina,,63.95700073
Density of pharmacists (per 10 000 population) ,Bosnia and Herzegovina,,1.378000021
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Bosnia and Herzegovina,,75.0
Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),Bosnia and Herzegovina,,16.42000008
Healthy life expectancy at birth (years),Bosnia and Herzegovina,SEX_BTSX,64.98581696
Healthy life expectancy at birth (years),Bosnia and Herzegovina,SEX_FMLE,66.10820007
Healthy life expectancy at birth (years),Bosnia and Herzegovina,SEX_MLE,63.87950897
Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%),Bosnia and Herzegovina,,0.629999995
Life expectancy at birth (years),Bosnia and Herzegovina,SEX_BTSX,74.84944153
Life expectancy at birth (years),Bosnia and Herzegovina,SEX_MLE,72.55525208
Life expectancy at birth (years),Bosnia and Herzegovina,SEX_FMLE,77.19796753
Maternal mortality ratio (per 100 000 live births),Bosnia and Herzegovina,,5.668399811
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Bosnia and Herzegovina,,60.0
Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population),Bosnia and Herzegovina,SEX_BTSX,1.899999976
Mortality rate due to homicide (per 100 000 population),Bosnia and Herzegovina,,1.370626688
Mortality rate from unintentional poisoning (per 100 000 population),Bosnia and Herzegovina,,1.694072843
Neonatal mortality rate (per 1000 live births),Bosnia and Herzegovina,SEX_BTSX,4.361971855
Number of cases of poliomyelitis caused by wild poliovirus (WPV),Bosnia and Herzegovina,,0.0
Percentage of bloodstream infection due to Escherichia coli resistant to 3rd-generation cephalosporin (%),Bosnia and Herzegovina,,28.86000061
Percentage of bloodstream infections due methicillin-resistant Staphylococcus aureus (%),Bosnia and Herzegovina,,20.82999992
Population with household expenditures on health > 10% of total household expenditure or income (%),Bosnia and Herzegovina,,8.180000305
Population with household expenditures on health > 25% of total household expenditure or income (%),Bosnia and Herzegovina,,1.389999986
Prevalence of anaemia in women of reproductive age (15–49 years) (%),Bosnia and Herzegovina,SEX_FMLE,24.39999962
Prevalence of obesity among children and adolescents (5–19 years) (%),Bosnia and Herzegovina,SEX_BTSX,12.04691029
Prevalence of overweight in children under 5 (%),Bosnia and Herzegovina,,9.399999619
Prevalence of stunting in children under 5 (%),Bosnia and Herzegovina,,8.0
"Probability of dying from any of CVD, cancer, diabetes, CRD between age 30 and exact age 70 (%)",Bosnia and Herzegovina,,19.41801453
Proportion of births attended by skilled health personnel (%),Bosnia and Herzegovina,,99.90000153
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months (%) ,Bosnia and Herzegovina,,3.0
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%) ,Bosnia and Herzegovina,,12.0
Proportion of population using safely-managed drinking-water services (%),Bosnia and Herzegovina,,86.97068024
Proportion of population with primary reliance on clean fuels and technology (%),Bosnia and Herzegovina,,41.09999847
Proportion of safely treated domestic wastewater flows (%),Bosnia and Herzegovina,,65.30532074
Reported number of people requiring interventions against NTDs,Bosnia and Herzegovina,,0.0
Road traffic mortality rate (per 100 000 population),Bosnia and Herzegovina,,13.69999981
Suicide mortality rate (per 100 000 population),Bosnia and Herzegovina,,8.71774292
Total alcohol per capita (≥ 15 years of age) consumption (litres of pure alcohol),Bosnia and Herzegovina,SEX_BTSX,6.384799957
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Bosnia and Herzegovina,,10.69999981
Tuberculosis incidence (per 100 000 population),Bosnia and Herzegovina,,24.0
UHC: Service coverage index,Bosnia and Herzegovina,,66.47112274
Under-five mortality rate (per 1000 live births),Bosnia and Herzegovina,SEX_BTSX,6.03144598
Adolescent birth rate (per 1000 women),Botswana,AGEGROUP_YEARS15-19,50.22000122
Adolescent birth rate (per 1000 women),Botswana,AGEGROUP_YEARS10-14,0.319999993
Age-standardized mortality rate attributed to household and ambient air pollution  (per 100 000 population) ,Botswana,SEX_BTSX,140.7265625
Age-standardized prevalence of hypertension among adults aged 30–79 years (%),Botswana,SEX_BTSX,44.09999847
Age-standardized prevalence of obesity among adults (18+ years) (%),Botswana,SEX_BTSX,18.2908802
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Botswana,SEX_BTSX,18.70000076
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Botswana,,1.225299954
Annual mean concentrations of fine particulate matter (PM2.5) in urban areas (µg/m3),Botswana,,14.42467022
Average of 15 International Health Regulations core capacity scores,Botswana,,39.20000076
Density of dentists (per 10 000 population) ,Botswana,,0.326999992
Density of medical doctors (per 10 000 population) ,Botswana,,3.775000095
Density of nursing and midwifery personnel (per 10 000 population) ,Botswana,,30.52099991
Density of pharmacists (per 10 000 population) ,Botswana,,0.474999994
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Botswana,,86.0
Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),Botswana,,14.61999989
Healthy life expectancy at birth (years),Botswana,SEX_FMLE,53.89972687
Healthy life expectancy at birth (years),Botswana,SEX_BTSX,53.10367203
Healthy life expectancy at birth (years),Botswana,SEX_MLE,52.26900864
Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%),Botswana,,0.180000007
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Botswana,SEX_FMLE,20.0
Life expectancy at birth (years),Botswana,SEX_BTSX,61.23118973
Life expectancy at birth (years),Botswana,SEX_MLE,59.22470856
Life expectancy at birth (years),Botswana,SEX_FMLE,63.17931366
Malaria incidence (per 1000 population at risk),Botswana,,0.31081
Maternal mortality ratio (per 100 000 live births),Botswana,,185.8968353
